symbol,strike,co_b,co_s,po_b,po_s,fut_b,fut_s
RADICO,5000.0,1.0,0.0,0.0,0.0,0.0,0.0
RBLBANK,0.0,0.0,0.0,0.0,0.0,10.0,4.0
RBLBANK,370.0,0.0,1.0,1.0,1.0,0.0,0.0
RBLBANK,380.0,1.0,0.0,0.0,0.0,0.0,0.0
RBLBANK,385.0,1.0,0.0,0.0,0.0,0.0,0.0
RBLBANK,395.0,0.0,0.0,2.0,1.0,0.0,0.0
RBLBANK,400.0,0.0,1.0,1.0,0.0,0.0,0.0
RBLBANK,410.0,2.0,0.0,0.0,0.0,0.0,0.0
RBLBANK,420.0,0.0,0.0,0.0,1.0,0.0,0.0
RBLBANK,450.0,1.0,0.0,0.0,0.0,0.0,0.0
RECLTD,0.0,0.0,0.0,0.0,0.0,63.0,1.0
RECLTD,280.0,0.0,0.0,0.0,1.0,0.0,0.0
RECLTD,290.0,0.0,0.0,1.0,0.0,0.0,0.0
RECLTD,295.0,0.0,0.0,1.0,0.0,0.0,0.0
RECLTD,310.0,0.0,2.0,1.0,1.0,0.0,0.0
RECLTD,315.0,1.0,0.0,0.0,0.0,0.0,0.0
RECLTD,320.0,5.0,1.0,1.0,3.0,0.0,0.0
RECLTD,325.0,0.0,0.0,0.0,1.0,0.0,0.0
RECLTD,330.0,4.0,0.0,1.0,2.0,0.0,0.0
RECLTD,335.0,1.0,0.0,0.0,0.0,0.0,0.0
RECLTD,340.0,3.0,0.0,0.0,1.0,0.0,0.0
RECLTD,345.0,0.0,1.0,0.0,1.0,0.0,0.0
RECLTD,350.0,3.0,2.0,0.0,0.0,0.0,0.0
RECLTD,360.0,0.0,2.0,0.0,0.0,0.0,0.0
RECLTD,370.0,1.0,0.0,0.0,0.0,0.0,0.0
RECLTD,380.0,0.0,0.0,0.0,2.0,0.0,0.0
RECLTD,405.0,0.0,0.0,0.0,1.0,0.0,0.0
RELIANCE,0.0,0.0,0.0,0.0,0.0,174.0,3.0
RELIANCE,1180.0,0.0,0.0,2.0,1.0,0.0,0.0
RELIANCE,1200.0,1.0,0.0,1.0,4.0,0.0,0.0
RELIANCE,1210.0,0.0,0.0,1.0,3.0,0.0,0.0
RELIANCE,1220.0,0.0,0.0,0.0,2.0,0.0,0.0
RELIANCE,1230.0,0.0,0.0,0.0,3.0,0.0,0.0
RELIANCE,1240.0,0.0,0.0,0.0,4.0,0.0,0.0
RELIANCE,1250.0,1.0,0.0,1.0,7.0,0.0,0.0
RELIANCE,1260.0,0.0,0.0,7.0,5.0,0.0,0.0
RELIANCE,1270.0,0.0,0.0,3.0,7.0,0.0,0.0
RELIANCE,1280.0,0.0,0.0,6.0,11.0,0.0,0.0
RELIANCE,1290.0,2.0,1.0,2.0,4.0,0.0,0.0
RELIANCE,1300.0,10.0,7.0,3.0,19.0,0.0,0.0
RELIANCE,1310.0,5.0,1.0,1.0,6.0,0.0,0.0
RELIANCE,1320.0,8.0,7.0,1.0,4.0,0.0,0.0
RELIANCE,1330.0,7.0,3.0,0.0,1.0,0.0,0.0
RELIANCE,1340.0,5.0,3.0,0.0,3.0,0.0,0.0
RELIANCE,1350.0,8.0,7.0,0.0,6.0,0.0,0.0
RELIANCE,1360.0,0.0,1.0,0.0,3.0,0.0,0.0
RELIANCE,1370.0,1.0,7.0,0.0,1.0,0.0,0.0
RELIANCE,1380.0,1.0,7.0,0.0,3.0,0.0,0.0
RELIANCE,1390.0,2.0,2.0,0.0,1.0,0.0,0.0
RELIANCE,1400.0,21.0,18.0,0.0,13.0,0.0,0.0
RELIANCE,1410.0,0.0,6.0,0.0,0.0,0.0,0.0
RELIANCE,1420.0,4.0,6.0,0.0,0.0,0.0,0.0
RELIANCE,1430.0,0.0,1.0,0.0,1.0,0.0,0.0
RELIANCE,1440.0,1.0,1.0,0.0,4.0,0.0,0.0
RELIANCE,1450.0,0.0,2.0,0.0,0.0,0.0,0.0
RELIANCE,1460.0,0.0,1.0,0.0,3.0,0.0,0.0
RELIANCE,1480.0,0.0,2.0,0.0,0.0,0.0,0.0
RELIANCE,1500.0,0.0,0.0,0.0,3.0,0.0,0.0
RELIANCE,1520.0,0.0,0.0,0.0,1.0,0.0,0.0
RELIANCE,1540.0,0.0,0.0,0.0,2.0,0.0,0.0
RVNL,0.0,0.0,0.0,0.0,0.0,67.0,1.0
RVNL,190.0,0.0,0.0,0.0,1.0,0.0,0.0
RVNL,195.0,0.0,0.0,1.0,0.0,0.0,0.0
RVNL,200.0,0.0,0.0,1.0,1.0,0.0,0.0
RVNL,210.0,2.0,0.0,0.0,0.0,0.0,0.0
RVNL,215.0,1.0,0.0,0.0,0.0,0.0,0.0
RVNL,220.0,3.0,1.0,1.0,0.0,0.0,0.0
RVNL,225.0,2.0,11.0,0.0,0.0,0.0,0.0
RVNL,230.0,2.0,2.0,0.0,1.0,0.0,0.0
RVNL,235.0,1.0,0.0,0.0,0.0,0.0,0.0
RVNL,240.0,2.0,1.0,0.0,3.0,0.0,0.0
RVNL,250.0,0.0,1.0,0.0,0.0,0.0,0.0
RVNL,260.0,0.0,1.0,0.0,3.0,0.0,0.0
SAGILITY,0.0,0.0,0.0,0.0,0.0,8.0,0.0
SAGILITY,40.0,0.0,0.0,1.0,0.0,0.0,0.0
SAGILITY,42.0,0.0,0.0,1.0,1.0,0.0,0.0
SAGILITY,43.0,0.0,0.0,1.0,0.0,0.0,0.0
SAGILITY,44.0,1.0,0.0,0.0,0.0,0.0,0.0
SAGILITY,45.0,0.0,0.0,0.0,1.0,0.0,0.0
SAGILITY,48.0,2.0,1.0,0.0,0.0,0.0,0.0
SAGILITY,50.0,5.0,1.0,0.0,0.0,0.0,0.0
SAGILITY,51.0,1.0,0.0,0.0,0.0,0.0,0.0
SAGILITY,52.0,1.0,1.0,0.0,0.0,0.0,0.0
SAIL,0.0,0.0,0.0,0.0,0.0,13.0,0.0
SAIL,180.0,0.0,1.0,0.0,0.0,0.0,0.0
SAIL,185.0,0.0,1.0,0.0,0.0,0.0,0.0
SAIL,190.0,0.0,0.0,1.0,0.0,0.0,0.0
SAIL,200.0,1.0,1.0,0.0,0.0,0.0,0.0
SAIL,210.0,1.0,1.0,0.0,0.0,0.0,0.0
SBICARD,0.0,0.0,0.0,0.0,0.0,14.0,0.0
SBICARD,580.0,0.0,0.0,0.0,1.0,0.0,0.0
SBICARD,600.0,0.0,0.0,0.0,1.0,0.0,0.0
SBICARD,640.0,0.0,0.0,0.0,1.0,0.0,0.0
SBICARD,650.0,1.0,0.0,0.0,1.0,0.0,0.0
SBICARD,670.0,1.0,2.0,1.0,0.0,0.0,0.0
SBICARD,680.0,0.0,3.0,0.0,1.0,0.0,0.0
SBICARD,690.0,1.0,0.0,0.0,1.0,0.0,0.0
SBICARD,700.0,0.0,3.0,0.0,1.0,0.0,0.0
SBICARD,720.0,0.0,1.0,0.0,1.0,0.0,0.0
SBILIFE,0.0,0.0,0.0,0.0,0.0,13.0,6.0
SBILIFE,1680.0,0.0,0.0,0.0,1.0,0.0,0.0
SBILIFE,1740.0,1.0,1.0,0.0,0.0,0.0,0.0
SBILIFE,1760.0,1.0,0.0,0.0,0.0,0.0,0.0
SBILIFE,1780.0,2.0,1.0,0.0,0.0,0.0,0.0
SBILIFE,1800.0,4.0,3.0,0.0,0.0,0.0,0.0
SBILIFE,1900.0,0.0,1.0,0.0,0.0,0.0,0.0
SBIN,0.0,0.0,0.0,0.0,0.0,104.0,1.0
SBIN,900.0,1.0,0.0,0.0,0.0,0.0,0.0
SBIN,950.0,0.0,4.0,2.0,0.0,0.0,0.0
SBIN,960.0,0.0,1.0,2.0,0.0,0.0,0.0
SBIN,970.0,0.0,0.0,4.0,0.0,0.0,0.0
SBIN,980.0,0.0,2.0,4.0,0.0,0.0,0.0
SBIN,1000.0,3.0,1.0,5.0,7.0,0.0,0.0
SBIN,1020.0,3.0,0.0,1.0,3.0,0.0,0.0
SBIN,1030.0,11.0,2.0,1.0,3.0,0.0,0.0
SBIN,1040.0,3.0,3.0,1.0,2.0,0.0,0.0
SBIN,1050.0,14.0,4.0,1.0,4.0,0.0,0.0
SBIN,1060.0,8.0,3.0,0.0,2.0,0.0,0.0
SBIN,1070.0,1.0,5.0,0.0,0.0,0.0,0.0
SBIN,1080.0,6.0,4.0,0.0,1.0,0.0,0.0
SBIN,1090.0,1.0,1.0,0.0,0.0,0.0,0.0
SBIN,1100.0,14.0,14.0,0.0,2.0,0.0,0.0
SBIN,1110.0,0.0,3.0,0.0,0.0,0.0,0.0
SBIN,1120.0,4.0,6.0,0.0,2.0,0.0,0.0
SBIN,1130.0,2.0,3.0,0.0,5.0,0.0,0.0
SBIN,1140.0,4.0,6.0,0.0,0.0,0.0,0.0
SBIN,1150.0,1.0,5.0,0.0,4.0,0.0,0.0
SBIN,1160.0,0.0,8.0,0.0,0.0,0.0,0.0
SBIN,1180.0,0.0,1.0,0.0,0.0,0.0,0.0
SBIN,1200.0,2.0,1.0,0.0,1.0,0.0,0.0
SENSEX,0.0,0.0,0.0,0.0,0.0,7.0,0.0
SENSEX,72000.0,0.0,0.0,93.0,0.0,0.0,0.0
SENSEX,73600.0,0.0,0.0,1.0,0.0,0.0,0.0
SENSEX,74000.0,0.0,0.0,0.0,2.0,0.0,0.0
SENSEX,74100.0,0.0,0.0,1.0,0.0,0.0,0.0
SENSEX,74200.0,0.0,0.0,0.0,1.0,0.0,0.0
SENSEX,75000.0,0.0,0.0,3.0,27.0,0.0,0.0
SENSEX,75200.0,0.0,0.0,2.0,0.0,0.0,0.0
SENSEX,75400.0,0.0,0.0,1.0,0.0,0.0,0.0
SENSEX,75500.0,0.0,0.0,0.0,2.0,0.0,0.0
SENSEX,75700.0,0.0,0.0,1.0,0.0,0.0,0.0
SENSEX,75800.0,0.0,0.0,1.0,0.0,0.0,0.0
SENSEX,75900.0,2.0,0.0,0.0,0.0,0.0,0.0
SENSEX,76000.0,0.0,1.0,1.0,3.0,0.0,0.0
SENSEX,76100.0,2.0,0.0,0.0,1.0,0.0,0.0
SENSEX,76200.0,6.0,1.0,1.0,0.0,0.0,0.0
SENSEX,76300.0,2.0,134.0,7.0,0.0,0.0,0.0
SENSEX,76400.0,6.0,137.0,0.0,2.0,0.0,0.0
SENSEX,76500.0,16.0,3.0,4.0,1.0,0.0,0.0
SENSEX,76600.0,1.0,135.0,0.0,1.0,0.0,0.0
SENSEX,76700.0,4.0,138.0,1.0,1.0,0.0,0.0
SENSEX,76800.0,7.0,2.0,2.0,1.0,0.0,0.0
SENSEX,76900.0,1.0,0.0,0.0,0.0,0.0,0.0
SENSEX,77000.0,9.0,2.0,1.0,3.0,0.0,0.0
SENSEX,77100.0,0.0,2.0,1.0,0.0,0.0,0.0
SENSEX,77200.0,4.0,1.0,0.0,0.0,0.0,0.0
SENSEX,77300.0,3.0,0.0,0.0,0.0,0.0,0.0
SENSEX,77400.0,0.0,1.0,0.0,0.0,0.0,0.0
SENSEX,77500.0,3.0,4.0,0.0,3.0,0.0,0.0
SENSEX,77600.0,4.0,1.0,0.0,1.0,0.0,0.0
SENSEX,77700.0,2.0,2.0,0.0,0.0,0.0,0.0
SENSEX,77800.0,2.0,26.0,0.0,1.0,0.0,0.0
SENSEX,77900.0,1.0,25.0,0.0,0.0,0.0,0.0
SENSEX,78000.0,3.0,7.0,0.0,3.0,0.0,0.0
SENSEX,78200.0,0.0,1.0,0.0,0.0,0.0,0.0
SENSEX,78300.0,1.0,0.0,0.0,0.0,0.0,0.0
SENSEX,78500.0,3.0,2.0,0.0,0.0,0.0,0.0
SENSEX,78800.0,4.0,0.0,0.0,0.0,0.0,0.0
SENSEX,79000.0,3.0,2.0,0.0,0.0,0.0,0.0
SENSEX,79100.0,1.0,0.0,0.0,0.0,0.0,0.0
SENSEX,80000.0,2.0,0.0,0.0,0.0,0.0,0.0
SENSEX,80500.0,90.0,0.0,0.0,0.0,0.0,0.0
SENSEX,81000.0,2.0,0.0,0.0,0.0,0.0,0.0
SENSEX,81500.0,1.0,0.0,0.0,0.0,0.0,0.0
SHREECEM,0.0,0.0,0.0,0.0,0.0,6.0,0.0
SHREECEM,25000.0,2.0,0.0,0.0,0.0,0.0,0.0
SHREECEM,25500.0,1.0,0.0,0.0,0.0,0.0,0.0
SHREECEM,26000.0,0.0,0.0,0.0,2.0,0.0,0.0
SHRIRAMFIN,0.0,0.0,0.0,0.0,0.0,29.0,3.0
SHRIRAMFIN,1000.0,1.0,0.0,0.0,1.0,0.0,0.0
SHRIRAMFIN,1020.0,0.0,1.0,0.0,0.0,0.0,0.0
SHRIRAMFIN,1040.0,0.0,2.0,1.0,1.0,0.0,0.0
SHRIRAMFIN,1060.0,3.0,2.0,0.0,1.0,0.0,0.0
SHRIRAMFIN,1080.0,2.0,0.0,0.0,1.0,0.0,0.0
SHRIRAMFIN,1100.0,3.0,3.0,0.0,2.0,0.0,0.0
SHRIRAMFIN,1120.0,0.0,1.0,0.0,0.0,0.0,0.0
SHRIRAMFIN,1140.0,1.0,3.0,0.0,1.0,0.0,0.0
SHRIRAMFIN,1160.0,1.0,3.0,0.0,1.0,0.0,0.0
SHRIRAMFIN,1180.0,0.0,2.0,0.0,0.0,0.0,0.0
SHRIRAMFIN,1200.0,3.0,5.0,0.0,0.0,0.0,0.0
SHRIRAMFIN,1220.0,1.0,0.0,0.0,0.0,0.0,0.0
SHRIRAMFIN,1240.0,0.0,1.0,0.0,0.0,0.0,0.0
SHRIRAMFIN,1280.0,0.0,1.0,0.0,0.0,0.0,0.0
SIEMENS,0.0,0.0,0.0,0.0,0.0,7.0,0.0
SIEMENS,3500.0,0.0,1.0,0.0,0.0,0.0,0.0
SIEMENS,3700.0,0.0,1.0,0.0,0.0,0.0,0.0
SIEMENS,3850.0,0.0,0.0,0.0,1.0,0.0,0.0
SIEMENS,4000.0,1.0,1.0,0.0,0.0,0.0,0.0
SIEMENS,4050.0,1.0,0.0,0.0,0.0,0.0,0.0
SIEMENS,4100.0,1.0,0.0,0.0,0.0,0.0,0.0
SIEMENS,4150.0,1.0,0.0,0.0,0.0,0.0,0.0
SIEMENS,4200.0,4.0,0.0,0.0,0.0,0.0,0.0
SIEMENS,4300.0,2.0,0.0,0.0,0.0,0.0,0.0
SIEMENS,4400.0,1.0,0.0,0.0,0.0,0.0,0.0
SIEMENS,4500.0,2.0,1.0,0.0,0.0,0.0,0.0
SIEMENS,4600.0,1.0,0.0,0.0,0.0,0.0,0.0
SOLARINDS,0.0,0.0,0.0,0.0,0.0,9.0,10.0
SOLARINDS,17500.0,0.0,1.0,0.0,0.0,0.0,0.0
SOLARINDS,18750.0,0.0,0.0,1.0,0.0,0.0,0.0
SOLARINDS,19000.0,0.0,1.0,0.0,0.0,0.0,0.0
SOLARINDS,20000.0,1.0,0.0,1.0,0.0,0.0,0.0
SOLARINDS,20500.0,0.0,0.0,1.0,0.0,0.0,0.0
SOLARINDS,21000.0,0.0,0.0,1.0,0.0,0.0,0.0
SOLARINDS,21500.0,2.0,1.0,1.0,0.0,0.0,0.0
SOLARINDS,22000.0,3.0,0.0,1.0,0.0,0.0,0.0
SOLARINDS,23000.0,5.0,1.0,0.0,0.0,0.0,0.0
SONACOMS,0.0,0.0,0.0,0.0,0.0,8.0,2.0
SONACOMS,750.0,0.0,0.0,0.0,1.0,0.0,0.0
SONACOMS,760.0,0.0,0.0,1.0,1.0,0.0,0.0
SONACOMS,780.0,0.0,0.0,0.0,1.0,0.0,0.0
SONACOMS,800.0,0.0,0.0,0.0,1.0,0.0,0.0
SONACOMS,820.0,1.0,0.0,0.0,0.0,0.0,0.0
SONACOMS,840.0,1.0,0.0,0.0,0.0,0.0,0.0
SONACOMS,850.0,1.0,0.0,0.0,0.0,0.0,0.0
SONACOMS,900.0,1.0,1.0,0.0,0.0,0.0,0.0
SONACOMS,920.0,0.0,2.0,0.0,0.0,0.0,0.0
SRF,0.0,0.0,0.0,0.0,0.0,39.0,1.0
SRF,2400.0,0.0,0.0,1.0,0.0,0.0,0.0
SRF,2500.0,0.0,0.0,1.0,1.0,0.0,0.0
SRF,2550.0,0.0,1.0,0.0,0.0,0.0,0.0
SRF,2600.0,0.0,2.0,0.0,0.0,0.0,0.0
SRF,2650.0,1.0,0.0,0.0,0.0,0.0,0.0
SRF,2700.0,3.0,3.0,0.0,2.0,0.0,0.0
SRF,2800.0,3.0,2.0,0.0,0.0,0.0,0.0
SRF,3000.0,1.0,0.0,0.0,0.0,0.0,0.0
SUNPHARMA,0.0,0.0,0.0,0.0,0.0,17.0,0.0
SUNPHARMA,1700.0,0.0,1.0,0.0,0.0,0.0,0.0
SUNPHARMA,1900.0,1.0,1.0,0.0,2.0,0.0,0.0
SUNPHARMA,1940.0,1.0,1.0,0.0,0.0,0.0,0.0
SUNPHARMA,1960.0,2.0,0.0,0.0,1.0,0.0,0.0
SUNPHARMA,1980.0,1.0,0.0,0.0,0.0,0.0,0.0
SUNPHARMA,2000.0,1.0,1.0,0.0,0.0,0.0,0.0
SUPREMEIND,0.0,0.0,0.0,0.0,0.0,8.0,0.0
SUPREMEIND,3500.0,0.0,0.0,1.0,0.0,0.0,0.0
SUPREMEIND,3550.0,0.0,1.0,0.0,0.0,0.0,0.0
SUPREMEIND,3700.0,2.0,0.0,0.0,1.0,0.0,0.0
SUPREMEIND,3750.0,1.0,0.0,0.0,0.0,0.0,0.0
SUPREMEIND,3900.0,6.0,0.0,0.0,0.0,0.0,0.0
SUZLON,0.0,0.0,0.0,0.0,0.0,58.0,0.0
SUZLON,40.0,0.0,0.0,2.0,1.0,0.0,0.0
SUZLON,42.0,0.0,0.0,1.0,1.0,0.0,0.0
SUZLON,43.0,0.0,0.0,2.0,0.0,0.0,0.0
SUZLON,44.0,0.0,0.0,0.0,1.0,0.0,0.0
SUZLON,45.0,1.0,0.0,1.0,1.0,0.0,0.0
SUZLON,46.0,1.0,0.0,0.0,2.0,0.0,0.0
SUZLON,47.0,3.0,1.0,0.0,0.0,0.0,0.0
SUZLON,48.0,7.0,1.0,0.0,0.0,0.0,0.0
SUZLON,49.0,1.0,0.0,0.0,0.0,0.0,0.0
SUZLON,50.0,3.0,2.0,0.0,0.0,0.0,0.0
SUZLON,51.0,3.0,0.0,0.0,0.0,0.0,0.0
SUZLON,52.0,2.0,0.0,0.0,0.0,0.0,0.0
SUZLON,53.0,0.0,1.0,0.0,0.0,0.0,0.0
SUZLON,54.0,3.0,0.0,0.0,0.0,0.0,0.0
SUZLON,55.0,0.0,0.0,0.0,2.0,0.0,0.0
SUZLON,56.0,0.0,1.0,0.0,0.0,0.0,0.0
SUZLON,60.0,1.0,1.0,0.0,0.0,0.0,0.0
SWIGGY,0.0,0.0,0.0,0.0,0.0,32.0,4.0
SWIGGY,230.0,0.0,0.0,0.0,1.0,0.0,0.0
SWIGGY,260.0,0.0,0.0,1.0,0.0,0.0,0.0
SWIGGY,265.0,0.0,2.0,0.0,0.0,0.0,0.0
SWIGGY,270.0,0.0,1.0,0.0,0.0,0.0,0.0
SWIGGY,280.0,1.0,0.0,0.0,1.0,0.0,0.0
SWIGGY,285.0,0.0,2.0,2.0,0.0,0.0,0.0
SWIGGY,290.0,3.0,1.0,1.0,1.0,0.0,0.0
SWIGGY,295.0,10.0,0.0,0.0,0.0,0.0,0.0
SWIGGY,300.0,4.0,2.0,0.0,3.0,0.0,0.0
SWIGGY,310.0,2.0,0.0,0.0,0.0,0.0,0.0
TATACONSUM,0.0,0.0,0.0,0.0,0.0,12.0,0.0
TATACONSUM,980.0,0.0,0.0,0.0,1.0,0.0,0.0
TATACONSUM,1030.0,3.0,0.0,0.0,1.0,0.0,0.0
TATACONSUM,1040.0,2.0,0.0,0.0,0.0,0.0,0.0
TATACONSUM,1050.0,2.0,0.0,0.0,0.0,0.0,0.0
TATACONSUM,1060.0,0.0,1.0,0.0,0.0,0.0,0.0
TATACONSUM,1080.0,0.0,1.0,0.0,0.0,0.0,0.0
TATACONSUM,1200.0,2.0,0.0,0.0,1.0,0.0,0.0
TATAELXSI,0.0,0.0,0.0,0.0,0.0,22.0,0.0
TATAELXSI,3000.0,0.0,0.0,0.0,1.0,0.0,0.0
TATAELXSI,3400.0,2.0,0.0,0.0,0.0,0.0,0.0
TATAELXSI,3500.0,0.0,0.0,0.0,1.0,0.0,0.0
TATAELXSI,3600.0,0.0,1.0,0.0,0.0,0.0,0.0
TATAELXSI,3650.0,0.0,1.0,0.0,1.0,0.0,0.0
TATAELXSI,3700.0,3.0,0.0,1.0,0.0,0.0,0.0
TATAELXSI,3800.0,4.0,1.0,0.0,1.0,0.0,0.0
TATAELXSI,3900.0,1.0,0.0,0.0,0.0,0.0,0.0
TATAELXSI,3950.0,1.0,0.0,0.0,0.0,0.0,0.0
TATAELXSI,4000.0,2.0,1.0,0.0,0.0,0.0,0.0
TATAELXSI,4200.0,1.0,0.0,0.0,0.0,0.0,0.0
TATAPOWER,0.0,0.0,0.0,0.0,0.0,48.0,0.0
TATAPOWER,310.0,0.0,0.0,0.0,1.0,0.0,0.0
TATAPOWER,330.0,0.0,0.0,2.0,0.0,0.0,0.0
TATAPOWER,335.0,0.0,0.0,1.0,0.0,0.0,0.0
TATAPOWER,340.0,0.0,0.0,1.0,0.0,0.0,0.0
TATAPOWER,350.0,1.0,2.0,1.0,1.0,0.0,0.0
TATAPOWER,360.0,0.0,4.0,2.0,4.0,0.0,0.0
TATAPOWER,365.0,0.0,0.0,1.0,0.0,0.0,0.0
TATAPOWER,370.0,2.0,3.0,0.0,4.0,0.0,0.0
TATAPOWER,375.0,0.0,2.0,0.0,1.0,0.0,0.0
TATAPOWER,380.0,5.0,1.0,0.0,1.0,0.0,0.0
TATAPOWER,385.0,0.0,2.0,0.0,0.0,0.0,0.0
TATAPOWER,390.0,1.0,0.0,0.0,0.0,0.0,0.0
TATAPOWER,400.0,2.0,2.0,0.0,0.0,0.0,0.0
TATAPOWER,410.0,1.0,2.0,0.0,0.0,0.0,0.0
TATAPOWER,440.0,0.0,0.0,0.0,1.0,0.0,0.0
TATASTEEL,0.0,0.0,0.0,0.0,0.0,58.0,5.0
TATASTEEL,160.0,0.0,0.0,1.0,0.0,0.0,0.0
TATASTEEL,165.0,0.0,0.0,1.0,0.0,0.0,0.0
TATASTEEL,172.5,0.0,0.0,1.0,0.0,0.0,0.0
TATASTEEL,175.0,0.0,1.0,1.0,1.0,0.0,0.0
TATASTEEL,180.0,2.0,3.0,2.0,1.0,0.0,0.0
TATASTEEL,185.0,5.0,1.0,2.0,2.0,0.0,0.0
TATASTEEL,187.5,5.0,0.0,0.0,0.0,0.0,0.0
TATASTEEL,190.0,19.0,3.0,0.0,1.0,0.0,0.0
TATASTEEL,192.5,2.0,0.0,0.0,0.0,0.0,0.0
TATASTEEL,195.0,4.0,0.0,0.0,0.0,0.0,0.0
TATASTEEL,200.0,10.0,4.0,0.0,3.0,0.0,0.0
TATASTEEL,205.0,1.0,1.0,0.0,2.0,0.0,0.0
TATASTEEL,210.0,0.0,3.0,0.0,2.0,0.0,0.0
TATASTEEL,215.0,0.0,0.0,0.0,1.0,0.0,0.0
TATASTEEL,220.0,0.0,0.0,0.0,3.0,0.0,0.0
TATASTEEL,225.0,1.0,0.0,0.0,0.0,0.0,0.0
TCS,0.0,0.0,0.0,0.0,0.0,93.0,2.0
TCS,1920.0,0.0,0.0,1.0,0.0,0.0,0.0
TCS,2000.0,0.0,0.0,2.0,2.0,0.0,0.0
TCS,2100.0,0.0,1.0,0.0,1.0,0.0,0.0
TCS,2160.0,0.0,0.0,0.0,1.0,0.0,0.0
TCS,2200.0,0.0,0.0,0.0,3.0,0.0,0.0
TCS,2240.0,1.0,1.0,0.0,2.0,0.0,0.0
TCS,2300.0,3.0,1.0,1.0,3.0,0.0,0.0
TCS,2320.0,0.0,10.0,2.0,1.0,0.0,0.0
TCS,2340.0,2.0,2.0,1.0,1.0,0.0,0.0
TCS,2360.0,13.0,1.0,1.0,0.0,0.0,0.0
TCS,2380.0,1.0,1.0,0.0,0.0,0.0,0.0
TCS,2400.0,6.0,3.0,0.0,0.0,0.0,0.0
TCS,2440.0,0.0,1.0,0.0,0.0,0.0,0.0
TCS,2460.0,1.0,0.0,0.0,0.0,0.0,0.0
TCS,2480.0,0.0,1.0,0.0,0.0,0.0,0.0
TCS,2500.0,5.0,4.0,0.0,0.0,0.0,0.0
TCS,2520.0,1.0,3.0,0.0,0.0,0.0,0.0
TCS,2540.0,0.0,1.0,0.0,0.0,0.0,0.0
TCS,2560.0,0.0,3.0,0.0,0.0,0.0,0.0
TCS,2600.0,1.0,4.0,0.0,2.0,0.0,0.0
TCS,2800.0,0.0,0.0,0.0,1.0,0.0,0.0
TECHM,0.0,0.0,0.0,0.0,0.0,12.0,1.0
TECHM,1400.0,0.0,0.0,1.0,0.0,0.0,0.0
TECHM,1500.0,0.0,1.0,0.0,0.0,0.0,0.0
TECHM,1520.0,0.0,1.0,0.0,0.0,0.0,0.0
TECHM,1560.0,0.0,1.0,0.0,0.0,0.0,0.0
TECHM,1580.0,0.0,1.0,1.0,1.0,0.0,0.0
TECHM,1600.0,0.0,1.0,0.0,2.0,0.0,0.0
TECHM,1620.0,1.0,9.0,0.0,0.0,0.0,0.0
TECHM,1640.0,0.0,1.0,0.0,0.0,0.0,0.0
TECHM,1700.0,1.0,0.0,0.0,1.0,0.0,0.0
TECHM,1720.0,0.0,1.0,0.0,0.0,0.0,0.0
TECHM,1760.0,0.0,1.0,0.0,0.0,0.0,0.0
TECHM,1780.0,0.0,1.0,0.0,0.0,0.0,0.0
TECHM,1800.0,1.0,1.0,0.0,0.0,0.0,0.0
TIINDIA,0.0,0.0,0.0,0.0,0.0,4.0,2.0
TIINDIA,2800.0,1.0,0.0,0.0,0.0,0.0,0.0
TIINDIA,2900.0,0.0,1.0,0.0,0.0,0.0,0.0
TIINDIA,3000.0,3.0,0.0,0.0,0.0,0.0,0.0
TIINDIA,3300.0,0.0,0.0,0.0,1.0,0.0,0.0
TITAN,0.0,0.0,0.0,0.0,0.0,7.0,6.0
TITAN,4500.0,0.0,1.0,0.0,0.0,0.0,0.0
TITAN,4900.0,0.0,0.0,0.0,1.0,0.0,0.0
TITAN,4950.0,0.0,1.0,0.0,0.0,0.0,0.0
TITAN,5050.0,1.0,0.0,0.0,0.0,0.0,0.0
TITAN,5100.0,1.0,0.0,0.0,1.0,0.0,0.0
TITAN,5150.0,1.0,0.0,0.0,0.0,0.0,0.0
TITAN,5200.0,1.0,0.0,0.0,0.0,0.0,0.0
TITAN,5500.0,3.0,1.0,0.0,0.0,0.0,0.0
TITAN,5550.0,1.0,0.0,0.0,0.0,0.0,0.0
TMPV,0.0,0.0,0.0,0.0,0.0,94.0,2.0
TMPV,270.0,0.0,0.0,2.0,0.0,0.0,0.0
TMPV,280.0,0.0,0.0,1.0,2.0,0.0,0.0
TMPV,285.0,0.0,0.0,0.0,3.0,0.0,0.0
TMPV,295.0,0.0,0.0,1.0,0.0,0.0,0.0
TMPV,300.0,2.0,0.0,1.0,1.0,0.0,0.0
TMPV,305.0,0.0,0.0,0.0,1.0,0.0,0.0
TMPV,310.0,2.0,1.0,3.0,2.0,0.0,0.0
TMPV,315.0,5.0,0.0,0.0,1.0,0.0,0.0
TMPV,320.0,5.0,2.0,0.0,4.0,0.0,0.0
TMPV,325.0,1.0,1.0,0.0,1.0,0.0,0.0
TMPV,330.0,4.0,0.0,0.0,6.0,0.0,0.0
TMPV,335.0,1.0,0.0,0.0,8.0,0.0,0.0
TMPV,340.0,0.0,1.0,0.0,0.0,0.0,0.0
TMPV,345.0,0.0,2.0,0.0,0.0,0.0,0.0
TMPV,350.0,3.0,5.0,0.0,3.0,0.0,0.0
TMPV,355.0,0.0,2.0,0.0,0.0,0.0,0.0
